id,causal_linkage_tier,causal_tier,expression_trend,expression_log2fc,therapeutic_alignment,therapeutic_recommendation,systemic_toxicity_risk,strategy_type,perturbation_ace,essentiality_tag,evidence_count,pathways,cell_types_active_in,regulating_snps,paracrine_targets,has_disease_link,has_pathway_link,eqtl_causal_direction,mean_eQTL_Z,max_eQTL_Z,mean_GWAS_Z,mean_GWAS_pval,min_GWAS_pval,n_snps_used,n_eQTL_variants,Evidence_Strength,Gene_Genetic_Confidence_Score,OR,CI_low,CI_high,mr_beta,mr_se,mr_pval,mr_direction,confidence_tier,method,is_gwas_hit,genetic_confidence_score,in_mr_risk,in_mr_protective,in_mr_any,in_eqtl,in_gwas
PPP5C,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,rs62136101,,Yes,No,Protective,-28.82449902,-28.82449902,2.934078117,0.0033454,0.0033454,1,1,Weak,0.242858157,0.827938497,0.729826772,0.93923953,-0.188816407,0.06435289,0.0033454,Higher expression -> lower risk (protective),Weak,Wald ratio,FALSE,0.242858157,FALSE,TRUE,TRUE,TRUE,FALSE
HCP5B,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Up,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,rs9258979,,Yes,No,Protective,21.54693376,21.54693376,-4.69727296,2.64E-06,2.64E-06,1,1,Weak,0.239882102,1.195046349,1.109417283,1.287284594,0.17818497,0.037933706,2.64E-06,Higher expression -> higher risk,Weak,Wald ratio,FALSE,0.239882102,TRUE,FALSE,TRUE,TRUE,FALSE
UBE2L3,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Up,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,2,,B.cell | natural.killer.cell | plasmablast | plasmacytoid.dendritic.cell | progenitor.cell,rs4820091,RNF19B,Yes,No,Risk,12.35475284,12.35475284,7.465466037,8.30E-14,8.30E-14,1,1,Weak,0.230051738,3.844191772,2.699411117,5.474457108,1.346563379,0.180372313,8.30E-14,Higher expression -> higher risk,Weak,Wald ratio,TRUE,0.230051738,TRUE,FALSE,TRUE,TRUE,TRUE
RPL23AP7,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,rs12617160,,Yes,No,Protective,28.85884476,28.85884476,-2.45103273,0.0142447,0.0142447,1,1,Weak,0.226576078,0.917703753,0.85679532,0.982942084,-0.08588065,0.035038557,0.0142447,Higher expression -> lower risk (protective),Weak,Wald ratio,FALSE,0.226576078,FALSE,FALSE,TRUE,TRUE,FALSE
NSA2,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,rs72764647,,Yes,No,Risk,25.39083947,25.39083947,3.189188117,0.00142673,0.00142673,1,1,Weak,0.224498774,1.261898581,1.093798189,1.455833485,0.232617397,0.072939378,0.00142673,Higher expression -> higher risk,Weak,Wald ratio,FALSE,0.224498774,TRUE,FALSE,TRUE,TRUE,FALSE
WARS1,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Up,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,rs11624738,,Yes,No,Risk,-24.81080196,-24.81080196,-3.319444599,0.000901967,0.000901967,1,1,Weak,0.224099691,0.828592113,0.741522413,0.925885553,-0.188027268,0.056644195,0.000901967,Higher expression -> lower risk (protective),Weak,Wald ratio,FALSE,0.224099691,FALSE,TRUE,TRUE,TRUE,FALSE
SNHG32,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,2,,,rs140091914,,Yes,No,Risk,-9.424120778,-9.424120778,-8.247444951,1.62E-16,1.62E-16,1,1,Weak,0.218754069,8.659973861,5.184613272,14.46494528,2.158711704,0.261743087,1.62E-16,Higher expression -> higher risk,Weak,Wald ratio,TRUE,0.218754069,TRUE,FALSE,TRUE,TRUE,TRUE
LCN8,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Down,-1.086,Aggravating,Inhibit,Low,Antagonist / Inhibitor,-0.2001,Moderate dependency,2,,,rs12004931,,Yes,No,Risk,34.24458885,34.24458885,1.114830649,0.264923,0.264923,1,1,Weak,0.21726975,1.040061072,0.970660694,1.114423444,0.039279435,0.035233544,0.264923,Higher expression -> higher risk,Not_significant,Wald ratio,FALSE,0.21726975,FALSE,FALSE,TRUE,TRUE,FALSE
INPP5B,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,rs12752271,,Yes,No,Risk,-24.27871543,-24.27871543,-3.195171028,0.00139748,0.00139748,1,1,Weak,0.215913406,1.21171621,1.077061872,1.363205041,0.19203771,0.060102482,0.00139748,Higher expression -> higher risk,Weak,Wald ratio,FALSE,0.215913406,TRUE,FALSE,TRUE,TRUE,FALSE
NADSYN1,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,2,,,rs732934,,Yes,No,Risk,21.73282698,21.73282698,3.766634442,0.000165463,0.000165463,1,1,Weak,0.213196273,0.755577741,0.653041359,0.874213731,-0.280272602,0.074409292,0.000165463,Higher expression -> lower risk (protective),Weak,Wald ratio,TRUE,0.213196273,FALSE,TRUE,TRUE,TRUE,TRUE
HCG18,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,2,,,rs261947,,Yes,No,Protective,17.90658656,17.90658656,-4.699649801,2.61E-06,2.61E-06,1,1,Weak,0.208262049,0.638505304,0.529551143,0.769876581,-0.448625296,0.095459303,2.61E-06,Higher expression -> lower risk (protective),Weak,Wald ratio,TRUE,0.208262049,FALSE,TRUE,TRUE,TRUE,TRUE
MFSD14B,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Up,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,rs75375951,,Yes,No,Protective,28.35167331,28.35167331,-2.018504942,0.0435387,0.0435387,1,1,Weak,0.208076736,0.803529312,0.649765886,0.993679984,-0.218741614,0.108368134,0.0435387,Higher expression -> lower risk (protective),Weak,Wald ratio,FALSE,0.208076736,FALSE,FALSE,TRUE,TRUE,FALSE
NECTIN2,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Up,1.832,Reversal,Context-Dependent,Low,Unknown,-0.0105,Moderate dependency,1,Regulation of response to biotic stimulus | Regulation of viral life cycle,,rs60389450,,Yes,Yes,Protective,30.22443588,30.22443588,-1.544121092,0.122559,0.122559,1,1,Weak,0.205070207,0.947290729,0.884367564,1.014690906,-0.054149233,0.035067997,0.122559,Higher expression -> lower risk (protective),Not_significant,Wald ratio,FALSE,0.205070207,FALSE,FALSE,TRUE,TRUE,FALSE
HEATR3,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,rs8046856,,Yes,No,Protective,25.55930616,25.55930616,-2.534518441,0.0112602,0.0112602,1,1,Weak,0.204565688,1.207511076,1.04366923,1.397073858,0.188561279,0.07439728,0.0112602,Higher expression -> higher risk,Weak,Wald ratio,FALSE,0.204565688,FALSE,FALSE,TRUE,TRUE,FALSE
B3GALNT2,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,rs291348,,Yes,No,Risk,-24.83087878,-24.83087878,-2.642579283,0.00822772,0.00822772,1,1,Weak,0.20254226,0.88763447,0.812530096,0.969680948,-0.119195253,0.045105649,0.00822772,Higher expression -> lower risk (protective),Weak,Wald ratio,FALSE,0.20254226,FALSE,TRUE,TRUE,TRUE,FALSE
CIB1,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,Positive regulation of MAPK cascade | Positive regulation of cell adhesion | Regulation of cell adhesion,,rs9744242,,Yes,Yes,Protective,27.65897342,27.65897342,-2.003070704,0.0451697,0.0451697,1,1,Weak,0.202529571,0.851806938,0.728081797,0.996557065,-0.160395377,0.080074745,0.0451697,Higher expression -> lower risk (protective),Weak,Wald ratio,FALSE,0.202529571,FALSE,FALSE,TRUE,TRUE,FALSE
CNN2,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Up,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,rs3087680,,Yes,No,Risk,-24.73777494,-24.73777494,-2.514708019,0.0119131,0.0119131,1,1,Low,0.197738722,1.350311894,1.06849345,1.706460823,0.300335599,0.119431599,0.0119131,Higher expression -> higher risk,Weak,Wald ratio,FALSE,0.197738722,FALSE,FALSE,TRUE,TRUE,FALSE
ACAP1,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,2,,,rs61759532,,Yes,No,Protective,-16.22488332,-16.22488332,4.6745715,2.95E-06,2.95E-06,1,1,Low,0.192933304,0.517678808,0.392797607,0.682263191,-0.65840029,0.140847196,2.95E-06,Higher expression -> lower risk (protective),Weak,Wald ratio,TRUE,0.192933304,FALSE,TRUE,TRUE,TRUE,TRUE
RPA2,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,rs17185052,,Yes,No,Protective,23.77173694,23.77173694,-2.533328541,0.0112985,0.0112985,1,1,Low,0.191054275,0.869993181,0.781124262,0.968972764,-0.139269905,0.054975067,0.0112985,Higher expression -> lower risk (protective),Weak,Wald ratio,FALSE,0.191054275,FALSE,FALSE,TRUE,TRUE,FALSE
APOBEC3B,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Up,1.2,Aggravating,Context-Dependent,Low,Unknown,0.0326,Moderate dependency,1,Biological process involved in interspecies interaction between organisms | Cytidine to uridine editing | DNA cytosine deamination | DNA demethylation | Defense response | Defense response to other organism | Defense response to virus | Formation of the Editosome | Immune response | Immune system process | Innate immune response | Negative regulation of single stranded viral RNA replication via double stranded DNA intermediate | Negative regulation of transposition | Negative regulation of viral genome replication | Pyrimidine-containing compound metabolic process | Regulation of single stranded viral RNA replication via double stranded DNA intermediate | Response to biotic stimulus | Response to external stimulus | Response to other organism | Response to virus | Ribonucleoside catabolic process | Ribonucleoside metabolic process,,rs4365560,,Yes,Yes,Protective,32.73678981,32.73678981,-0.628006014,0.53,0.53,1,1,Low,0.189363144,0.991608652,0.965869488,1.018033732,-0.008426753,0.013418268,0.53,Higher expression -> lower risk (protective),Not_significant,Wald ratio,FALSE,0.189363144,FALSE,FALSE,TRUE,TRUE,FALSE
ASNSD1,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Up,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,rs1132360,,Yes,No,Risk,25.92448495,25.92448495,1.980026064,0.0477006,0.0477006,1,1,Low,0.189200134,0.885331668,0.784778272,0.99876894,-0.121792938,0.061510775,0.0477006,Higher expression -> lower risk (protective),Weak,Wald ratio,FALSE,0.189200134,FALSE,FALSE,TRUE,TRUE,FALSE
RRP12,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Up,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,rs7921585,,Yes,No,Protective,22.17403972,22.17403972,-2.706955787,0.00679033,0.00679033,1,1,Low,0.184334498,0.822310407,0.713701399,0.947447218,-0.195637332,0.072272082,0.00679033,Higher expression -> lower risk (protective),Weak,Wald ratio,FALSE,0.184334498,FALSE,TRUE,TRUE,TRUE,FALSE
SHMT1,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,rs28597812,,Yes,No,Risk,19.92412797,19.92412797,3.287932596,0.00100926,0.00100926,1,1,Low,0.184268847,0.824473596,0.734865904,0.925007823,-0.193010162,0.058702591,0.00100926,Higher expression -> lower risk (protective),Weak,Wald ratio,FALSE,0.184268847,FALSE,TRUE,TRUE,TRUE,FALSE
AHI1,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,rs13197384,,Yes,No,Protective,-20.82594063,-20.82594063,2.979880343,0.00288361,0.00288361,1,1,Low,0.18221472,0.829911868,0.734134611,0.938184494,-0.186435767,0.06256485,0.00288361,Higher expression -> lower risk (protective),Weak,Wald ratio,FALSE,0.18221472,FALSE,TRUE,TRUE,TRUE,FALSE
KCTD21-AS1,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,rs11237410,,Yes,No,Protective,-24.08799001,-24.08799001,2.135586902,0.0327131,0.0327131,1,1,Low,0.180835714,0.926537683,0.863874539,0.993746242,-0.076300562,0.035728147,0.0327131,Higher expression -> lower risk (protective),Weak,Wald ratio,FALSE,0.180835714,FALSE,FALSE,TRUE,TRUE,FALSE
TYK2,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,2,,,rs280497,,Yes,No,Risk,10.42399794,10.42399794,6.243196044,4.29E-10,4.29E-10,1,1,Low,0.180646296,0.222861066,0.139108897,0.357037224,-1.501206725,0.240454843,4.29E-10,Higher expression -> lower risk (protective),Weak,Wald ratio,TRUE,0.180646296,FALSE,TRUE,TRUE,TRUE,TRUE
PPIP5K2,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Up,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,rs34822,,Yes,No,Risk,-22.82717781,-22.82717781,-2.259287612,0.0238655,0.0238655,1,1,Low,0.175438862,1.314730541,1.036912937,1.666983152,0.273631733,0.121114165,0.0238655,Higher expression -> higher risk,Weak,Wald ratio,FALSE,0.175438862,FALSE,FALSE,TRUE,TRUE,FALSE
ZNF100,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,rs4319878,,Yes,No,Protective,-17.38254261,-17.38254261,3.569843177,0.000357195,0.000357195,1,1,Low,0.171990453,1.274028302,1.115401346,1.455214414,0.242183772,0.067841572,0.000357195,Higher expression -> higher risk,Weak,Wald ratio,FALSE,0.171990453,TRUE,FALSE,TRUE,TRUE,FALSE
NAV1,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,rs11582434,,Yes,No,Protective,-20.82502943,-20.82502943,2.618364396,0.00883524,0.00883524,1,1,Low,0.171389758,1.139549832,1.033391983,1.256613018,0.1306333,0.049891184,0.00883524,Higher expression -> higher risk,Weak,Wald ratio,FALSE,0.171389758,TRUE,FALSE,TRUE,TRUE,FALSE
ZBTB12,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,rs113688927,,Yes,No,Protective,20.08013139,20.08013139,-2.718817727,0.00655157,0.00655157,1,1,Low,0.168706899,0.875442806,0.795389205,0.963553569,-0.133025456,0.048927685,0.00655157,Higher expression -> lower risk (protective),Weak,Wald ratio,FALSE,0.168706899,FALSE,TRUE,TRUE,TRUE,FALSE
ETV7,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Up,1.593,Reversal,Context-Dependent,Low,Unknown,-0.0643,Strong dependency,1,,,rs2234071,,Yes,No,Protective,28.54259306,28.54259306,-0.75947912,0.447566,0.447566,1,1,Low,0.166545266,1.035469461,0.946394557,1.132928119,0.03485491,0.045893177,0.447566,Higher expression -> higher risk,Not_significant,Wald ratio,FALSE,0.166545266,FALSE,FALSE,TRUE,TRUE,FALSE
ATP6V1C1,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Up,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,rs56249406,,Yes,No,Risk,-19.98799425,-19.98799425,-2.614754157,0.00892917,0.00892917,1,1,Low,0.164936284,1.391203251,1.086190708,1.781866177,0.330169021,0.126271535,0.00892917,Higher expression -> higher risk,Weak,Wald ratio,FALSE,0.164936284,TRUE,FALSE,TRUE,TRUE,FALSE
RPH3A,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Up,2.039,Reversal,Context-Dependent,Low,Unknown,-0.0631,Weak/Contextual,1,,,rs7979186,,Yes,No,Protective,29.37447526,29.37447526,-0.523103831,0.600902,0.600902,1,1,Low,0.163855291,0.97362121,0.880823735,1.076195182,-0.026732953,0.051104487,0.600902,Higher expression -> lower risk (protective),Not_significant,Wald ratio,FALSE,0.163855291,FALSE,FALSE,TRUE,TRUE,FALSE
TNFAIP6,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Up,1.379,Reversal,Context-Dependent,Low,Unknown,-0.0068,Weak/Contextual,1,,,rs2278089,,Yes,No,Risk,-26.68871619,-26.68871619,-1.019320152,0.308051,0.308051,1,1,Low,0.162944587,0.938228576,0.829969912,1.060608158,-0.063761676,0.062553139,0.308051,Higher expression -> lower risk (protective),Not_significant,Wald ratio,FALSE,0.162944587,FALSE,FALSE,TRUE,TRUE,FALSE
ANAPC13,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Up,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,Cell cycle,,rs1874883,,Yes,Yes,Protective,21.14094199,21.14094199,-2.210330981,0.0270822,0.0270822,1,1,Low,0.161505862,1.226059091,1.023350383,1.468921025,0.203805034,0.092205663,0.0270822,Higher expression -> higher risk,Weak,Wald ratio,FALSE,0.161505862,FALSE,FALSE,TRUE,TRUE,FALSE
IER3,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,rs13197117,,Yes,No,Risk,-10.14053752,-10.14053752,-5.548877214,2.88E-08,2.88E-08,1,1,Low,0.161168652,1.8216487,1.47387995,2.251475085,0.59974197,0.108083482,2.88E-08,Higher expression -> higher risk,Weak,Wald ratio,FALSE,0.161168652,TRUE,FALSE,TRUE,TRUE,FALSE
ARHGEF17,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,rs7105705,,Yes,No,Risk,17.77063593,17.77063593,2.942976589,0.00325073,0.00325073,1,1,Low,0.1574075,1.22049853,1.068818849,1.393703585,0.199259406,0.067706759,0.00325073,Higher expression -> higher risk,Weak,Wald ratio,FALSE,0.1574075,TRUE,FALSE,TRUE,TRUE,FALSE
SMIM38,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Up,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,rs1060435,,Yes,No,Risk,-16.62727628,-16.62727628,-3.202316763,0.00136327,0.00136327,1,1,Low,0.155710379,1.207979145,1.076054812,1.356077402,0.188948835,0.059003793,0.00136327,Higher expression -> higher risk,Weak,Wald ratio,FALSE,0.155710379,TRUE,FALSE,TRUE,TRUE,FALSE
CD52,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,rs4333841,,Yes,No,Protective,18.02411421,18.02411421,-2.808476598,0.00497765,0.00497765,1,1,Low,0.155552509,1.269827363,1.074836959,1.500191745,0.238880957,0.085057129,0.00497765,Higher expression -> higher risk,Weak,Wald ratio,FALSE,0.155552509,TRUE,FALSE,TRUE,TRUE,FALSE
SLC25A29,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,rs10142340,,Yes,No,Risk,-15.82735574,-15.82735574,-3.32661512,0.000879077,0.000879077,1,1,Low,0.152776981,0.821731062,0.731963647,0.922507478,-0.196342113,0.05902159,0.000879077,Higher expression -> lower risk (protective),Weak,Wald ratio,FALSE,0.152776981,FALSE,TRUE,TRUE,TRUE,FALSE
SMG7,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Up,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,2,,,rs10797886,,Yes,No,Protective,-10.69659223,-10.69659223,4.951925865,7.35E-07,7.35E-07,1,1,Low,0.151663688,0.476407356,0.35523891,0.63890515,-0.741482001,0.149736087,7.35E-07,Higher expression -> lower risk (protective),Weak,Wald ratio,TRUE,0.151663688,FALSE,TRUE,TRUE,TRUE,TRUE
MGST3,Tier 2 — Strong Causal (MR+eQTL+Disease),Validated Driver,Down,0,Unknown,Context-Dependent,Low,Unknown,0,Unknown,1,,,rs4147592,,Yes,No,Protective,-20.55505106,-20.55505106,1.9837896,0.0472793,0.0472793,1,1,Low,0.150446214,0.860243336,0.741355741,0.998196353,-0.150539981,0.075885054,0.0472793,Higher expression -> lower risk (protective),Weak,Wald ratio,FALSE,0.150446214,FALSE,FALSE,TRUE,TRUE,FALSE
